T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
660,Anguilla,2020,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2021,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2005,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2010,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2015,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2019,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2020,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2021,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,1995,Total supply (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2000,Total supply (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2005,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2010,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2015,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2019,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2020,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2021,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,1995,Supply per capita (gigajoules),82,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2000,Supply per capita (gigajoules),103,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2005,Supply per capita (gigajoules),128,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2010,Supply per capita (gigajoules),140,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2015,Supply per capita (gigajoules),136,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2019,Supply per capita (gigajoules),135,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2020,Supply per capita (gigajoules),126,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
660,Anguilla,2021,Supply per capita (gigajoules),128,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2015,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2019,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2020,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2021,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2019,Net imports [Imports - Exports - Bunkers] (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2020,Net imports [Imports - Exports - Bunkers] (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2021,Net imports [Imports - Exports - Bunkers] (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,1995,Total supply (petajoules),4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2000,Total supply (petajoules),5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2005,Total supply (petajoules),7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2010,Total supply (petajoules),8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2015,Total supply (petajoules),8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2019,Total supply (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2020,Total supply (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2021,Total supply (petajoules),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,1995,Supply per capita (gigajoules),58,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2000,Supply per capita (gigajoules),68,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2005,Supply per capita (gigajoules),85,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2010,Supply per capita (gigajoules),89,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2015,Supply per capita (gigajoules),91,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2019,Supply per capita (gigajoules),98,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2020,Supply per capita (gigajoules),94,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
28,Antigua and Barbuda,2021,Supply per capita (gigajoules),96,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,1995,Primary energy production (petajoules),"2,722",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2000,Primary energy production (petajoules),"3,413",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2005,Primary energy production (petajoules),"3,609",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2010,Primary energy production (petajoules),"3,331",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2015,Primary energy production (petajoules),"3,063",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2019,Primary energy production (petajoules),"3,284",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2020,Primary energy production (petajoules),"3,060",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2021,Primary energy production (petajoules),"3,158",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-534,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-856,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-679,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2015,Net imports [Imports - Exports - Bunkers] (petajoules),371,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
32,Argentina,2021,Net imports [Imports - Exports - Bunkers] (petajoules),222,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
