T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
795,Turkmenistan,2015,GDP in current prices (millions of US dollars),"36,052",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2020,GDP in current prices (millions of US dollars),"46,141",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2021,GDP in current prices (millions of US dollars),"55,832",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2022,GDP in current prices (millions of US dollars),"67,009",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,1995,GDP per capita (US dollars),518,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2005,GDP per capita (US dollars),"2,901",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2010,GDP per capita (US dollars),"4,287",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2015,GDP per capita (US dollars),"6,252",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2020,GDP per capita (US dollars),"7,382",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2021,GDP per capita (US dollars),"8,804",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2022,GDP per capita (US dollars),"10,420",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,1995,GDP in constant 2015 prices (millions of US dollars),"10,152",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2005,GDP in constant 2015 prices (millions of US dollars),"16,194",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2010,GDP in constant 2015 prices (millions of US dollars),"28,241",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2015,GDP in constant 2015 prices (millions of US dollars),"36,052",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2020,GDP in constant 2015 prices (millions of US dollars),"35,361",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2021,GDP in constant 2015 prices (millions of US dollars),"36,995",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2022,GDP in constant 2015 prices (millions of US dollars),"37,596",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,1995,GDP real rates of growth (percent),-7.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2005,GDP real rates of growth (percent),13.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2010,GDP real rates of growth (percent),16.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2015,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2020,GDP real rates of growth (percent),-2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2021,GDP real rates of growth (percent),4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
795,Turkmenistan,2022,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,1995,GDP in current prices (millions of US dollars),191,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2005,GDP in current prices (millions of US dollars),579,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2010,GDP in current prices (millions of US dollars),687,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2015,GDP in current prices (millions of US dollars),942,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2020,GDP in current prices (millions of US dollars),925,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2021,GDP in current prices (millions of US dollars),"1,045",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2022,GDP in current prices (millions of US dollars),"1,139",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,1995,GDP per capita (US dollars),"12,615",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2005,GDP per capita (US dollars),"24,115",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2010,GDP per capita (US dollars),"23,104",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2015,GDP per capita (US dollars),"25,783",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2020,GDP per capita (US dollars),"20,882",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2021,GDP per capita (US dollars),"23,159",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2022,GDP per capita (US dollars),"24,918",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,1995,GDP in constant 2015 prices (millions of US dollars),308,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2005,GDP in constant 2015 prices (millions of US dollars),690,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2010,GDP in constant 2015 prices (millions of US dollars),756,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2015,GDP in constant 2015 prices (millions of US dollars),942,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2020,GDP in constant 2015 prices (millions of US dollars),802,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2021,GDP in constant 2015 prices (millions of US dollars),874,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2022,GDP in constant 2015 prices (millions of US dollars),870,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,1995,GDP real rates of growth (percent),7.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2005,GDP real rates of growth (percent),14.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2010,GDP real rates of growth (percent),1.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2015,GDP real rates of growth (percent),11.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2020,GDP real rates of growth (percent),-26.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2021,GDP real rates of growth (percent),9.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
796,Turks and Caicos Islands,2022,GDP real rates of growth (percent),-0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,1995,GDP in current prices (millions of US dollars),12,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2005,GDP in current prices (millions of US dollars),22,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2010,GDP in current prices (millions of US dollars),31,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2015,GDP in current prices (millions of US dollars),36,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2020,GDP in current prices (millions of US dollars),52,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2021,GDP in current prices (millions of US dollars),60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2022,GDP in current prices (millions of US dollars),59,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,1995,GDP per capita (US dollars),"1,227",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2005,GDP per capita (US dollars),"2,187",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2010,GDP per capita (US dollars),"2,976",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2015,GDP per capita (US dollars),"3,328",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2020,GDP per capita (US dollars),"4,675",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2021,GDP per capita (US dollars),"5,370",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2022,GDP per capita (US dollars),"5,219",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,1995,GDP in constant 2015 prices (millions of US dollars),20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2005,GDP in constant 2015 prices (millions of US dollars),27,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2010,GDP in constant 2015 prices (millions of US dollars),29,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2015,GDP in constant 2015 prices (millions of US dollars),36,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2020,GDP in constant 2015 prices (millions of US dollars),44,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2021,GDP in constant 2015 prices (millions of US dollars),45,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2022,GDP in constant 2015 prices (millions of US dollars),45,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,1995,GDP real rates of growth (percent),-5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2005,GDP real rates of growth (percent),-4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2010,GDP real rates of growth (percent),-3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2015,GDP real rates of growth (percent),10.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2020,GDP real rates of growth (percent),-4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2021,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
798,Tuvalu,2022,GDP real rates of growth (percent),0.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,1995,GDP in current prices (millions of US dollars),"7,148",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2005,GDP in current prices (millions of US dollars),"11,158",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2010,GDP in current prices (millions of US dollars),"30,701",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2015,GDP in current prices (millions of US dollars),"29,297",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2020,GDP in current prices (millions of US dollars),"38,061",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2021,GDP in current prices (millions of US dollars),"42,630",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2022,GDP in current prices (millions of US dollars),"48,243",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,1995,GDP per capita (US dollars),346,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2005,GDP per capita (US dollars),399,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2010,GDP per capita (US dollars),949,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2015,GDP per capita (US dollars),782,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2020,GDP per capita (US dollars),857,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2021,GDP per capita (US dollars),930,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2022,GDP per capita (US dollars),"1,021",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,1995,GDP in constant 2015 prices (millions of US dollars),"7,334",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2005,GDP in constant 2015 prices (millions of US dollars),"14,424",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2010,GDP in constant 2015 prices (millions of US dollars),"23,621",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2015,GDP in constant 2015 prices (millions of US dollars),"29,297",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2020,GDP in constant 2015 prices (millions of US dollars),"35,549",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2021,GDP in constant 2015 prices (millions of US dollars),"37,605",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2022,GDP in constant 2015 prices (millions of US dollars),"40,038",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,1995,GDP real rates of growth (percent),9.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2005,GDP real rates of growth (percent),10.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2010,GDP real rates of growth (percent),19.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2015,GDP real rates of growth (percent),6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2020,GDP real rates of growth (percent),-1.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2021,GDP real rates of growth (percent),5.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
800,Uganda,2022,GDP real rates of growth (percent),6.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,1995,GDP in current prices (millions of US dollars),"50,376",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2005,GDP in current prices (millions of US dollars),"89,239",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2010,GDP in current prices (millions of US dollars),"136,012",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2015,GDP in current prices (millions of US dollars),"91,031",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2020,GDP in current prices (millions of US dollars),"156,618",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2021,GDP in current prices (millions of US dollars),"199,766",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2022,GDP in current prices (millions of US dollars),"160,503",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,1995,GDP per capita (US dollars),987,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2005,GDP per capita (US dollars),"1,902",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2010,GDP per capita (US dollars),"2,977",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2015,GDP per capita (US dollars),"2,024",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2020,GDP per capita (US dollars),"3,567",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2021,GDP per capita (US dollars),"4,589",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2022,GDP per capita (US dollars),"4,043",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,1995,GDP in constant 2015 prices (millions of US dollars),"76,792",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2005,GDP in constant 2015 prices (millions of US dollars),"100,863",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2010,GDP in constant 2015 prices (millions of US dollars),"102,154",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2015,GDP in constant 2015 prices (millions of US dollars),"91,031",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2020,GDP in constant 2015 prices (millions of US dollars),"98,118",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2021,GDP in constant 2015 prices (millions of US dollars),"101,499",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2022,GDP in constant 2015 prices (millions of US dollars),"71,984",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,1995,GDP real rates of growth (percent),-12.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2005,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2010,GDP real rates of growth (percent),0.3,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2015,GDP real rates of growth (percent),-9.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2020,GDP real rates of growth (percent),-3.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2021,GDP real rates of growth (percent),3.4,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
804,Ukraine,2022,GDP real rates of growth (percent),-29.1,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,1995,GDP in current prices (millions of US dollars),"66,603",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2005,GDP in current prices (millions of US dollars),"182,978",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2010,GDP in current prices (millions of US dollars),"300,189",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2015,GDP in current prices (millions of US dollars),"370,275",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2020,GDP in current prices (millions of US dollars),"349,473",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2021,GDP in current prices (millions of US dollars),"415,179",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2022,GDP in current prices (millions of US dollars),"507,064",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,1995,GDP per capita (US dollars),"27,364",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2005,GDP per capita (US dollars),"42,742",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
