T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
768,Togo,2020,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
768,Togo,2021,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,1975,Emissions (thousand metric tons of carbon dioxide),34,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,1985,Emissions (thousand metric tons of carbon dioxide),47,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2005,Emissions (thousand metric tons of carbon dioxide),115,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2010,Emissions (thousand metric tons of carbon dioxide),116,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2015,Emissions (thousand metric tons of carbon dioxide),115,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2019,Emissions (thousand metric tons of carbon dioxide),161,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2020,Emissions (thousand metric tons of carbon dioxide),190,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2021,Emissions (thousand metric tons of carbon dioxide),192,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,1975,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,1985,Emissions per capita (Kilograms of carbon dioxide),0.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2005,Emissions per capita (Kilograms of carbon dioxide),1.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2010,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2015,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2019,Emissions per capita (Kilograms of carbon dioxide),1.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2020,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
776,Tonga,2021,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,1975,Emissions (thousand metric tons of carbon dioxide),"5,438",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),"13,000",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2005,Emissions (thousand metric tons of carbon dioxide),"18,301",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2010,Emissions (thousand metric tons of carbon dioxide),"23,222",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2015,Emissions (thousand metric tons of carbon dioxide),"22,947",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2019,Emissions (thousand metric tons of carbon dioxide),"18,210",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2020,Emissions (thousand metric tons of carbon dioxide),"15,530",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2021,Emissions (thousand metric tons of carbon dioxide),"14,894",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,1975,Emissions per capita (Kilograms of carbon dioxide),5.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,1985,Emissions per capita (Kilograms of carbon dioxide),11.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2005,Emissions per capita (Kilograms of carbon dioxide),13.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2010,Emissions per capita (Kilograms of carbon dioxide),16.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2015,Emissions per capita (Kilograms of carbon dioxide),15.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2019,Emissions per capita (Kilograms of carbon dioxide),12.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2020,Emissions per capita (Kilograms of carbon dioxide),10.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
780,Trinidad and Tobago,2021,Emissions per capita (Kilograms of carbon dioxide),9.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,1975,Emissions (thousand metric tons of carbon dioxide),"5,335",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,1985,Emissions (thousand metric tons of carbon dioxide),"10,539",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2005,Emissions (thousand metric tons of carbon dioxide),"18,888",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2010,Emissions (thousand metric tons of carbon dioxide),"23,686",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2015,Emissions (thousand metric tons of carbon dioxide),"26,029",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2019,Emissions (thousand metric tons of carbon dioxide),"26,276",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2020,Emissions (thousand metric tons of carbon dioxide),"24,992",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2021,Emissions (thousand metric tons of carbon dioxide),"26,900",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,1975,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,1985,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2005,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2010,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2015,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2019,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2020,Emissions per capita (Kilograms of carbon dioxide),2.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
788,Tunisia,2021,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,1975,Emissions (thousand metric tons of carbon dioxide),"61,620",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,1985,Emissions (thousand metric tons of carbon dioxide),"100,387",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2005,Emissions (thousand metric tons of carbon dioxide),"218,175",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2010,Emissions (thousand metric tons of carbon dioxide),"275,025",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2015,Emissions (thousand metric tons of carbon dioxide),"327,595",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2019,Emissions (thousand metric tons of carbon dioxide),"373,012",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2020,Emissions (thousand metric tons of carbon dioxide),"364,307",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2021,Emissions (thousand metric tons of carbon dioxide),"398,585",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,1975,Emissions per capita (Kilograms of carbon dioxide),1.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,1985,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2005,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2010,Emissions per capita (Kilograms of carbon dioxide),3.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2015,Emissions per capita (Kilograms of carbon dioxide),4.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2019,Emissions per capita (Kilograms of carbon dioxide),4.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2020,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
792,Türkiye,2021,Emissions per capita (Kilograms of carbon dioxide),4.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2005,Emissions (thousand metric tons of carbon dioxide),"45,861",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2010,Emissions (thousand metric tons of carbon dioxide),"57,641",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2015,Emissions (thousand metric tons of carbon dioxide),"60,526",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2019,Emissions (thousand metric tons of carbon dioxide),"60,688",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2020,Emissions (thousand metric tons of carbon dioxide),"61,415",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2021,Emissions (thousand metric tons of carbon dioxide),"61,449",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2005,Emissions per capita (Kilograms of carbon dioxide),9.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2010,Emissions per capita (Kilograms of carbon dioxide),10.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2015,Emissions per capita (Kilograms of carbon dioxide),10.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2019,Emissions per capita (Kilograms of carbon dioxide),9.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2020,Emissions per capita (Kilograms of carbon dioxide),9.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
795,Turkmenistan,2021,Emissions per capita (Kilograms of carbon dioxide),9.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,1975,Emissions (thousand metric tons of carbon dioxide),0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,1985,Emissions (thousand metric tons of carbon dioxide),0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2005,Emissions (thousand metric tons of carbon dioxide),193,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2010,Emissions (thousand metric tons of carbon dioxide),289,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2015,Emissions (thousand metric tons of carbon dioxide),323,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2019,Emissions (thousand metric tons of carbon dioxide),373,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2020,Emissions (thousand metric tons of carbon dioxide),366,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2021,Emissions (thousand metric tons of carbon dioxide),374,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,1975,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,1985,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2005,Emissions per capita (Kilograms of carbon dioxide),8.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2010,Emissions per capita (Kilograms of carbon dioxide),9.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2015,Emissions per capita (Kilograms of carbon dioxide),8.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2019,Emissions per capita (Kilograms of carbon dioxide),8.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2020,Emissions per capita (Kilograms of carbon dioxide),8.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
796,Turks and Caicos Islands,2021,Emissions per capita (Kilograms of carbon dioxide),8.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2005,Emissions (thousand metric tons of carbon dioxide),10,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2010,Emissions (thousand metric tons of carbon dioxide),10,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2015,Emissions (thousand metric tons of carbon dioxide),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2019,Emissions (thousand metric tons of carbon dioxide),10,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2020,Emissions (thousand metric tons of carbon dioxide),9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2021,Emissions (thousand metric tons of carbon dioxide),10,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2005,Emissions per capita (Kilograms of carbon dioxide),1.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2010,Emissions per capita (Kilograms of carbon dioxide),0.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2015,Emissions per capita (Kilograms of carbon dioxide),0.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2019,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
798,Tuvalu,2021,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,1975,Emissions (thousand metric tons of carbon dioxide),"1,103",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,1985,Emissions (thousand metric tons of carbon dioxide),621,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2005,Emissions (thousand metric tons of carbon dioxide),"1,902",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2010,Emissions (thousand metric tons of carbon dioxide),"3,332",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2015,Emissions (thousand metric tons of carbon dioxide),"4,270",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2019,Emissions (thousand metric tons of carbon dioxide),"5,413",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2020,Emissions (thousand metric tons of carbon dioxide),"5,118",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2021,Emissions (thousand metric tons of carbon dioxide),"5,658",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,1985,Emissions per capita (Kilograms of carbon dioxide),0.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2005,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2010,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2015,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2019,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2020,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
800,Uganda,2021,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2005,Emissions (thousand metric tons of carbon dioxide),"319,093",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2010,Emissions (thousand metric tons of carbon dioxide),"302,029",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2015,Emissions (thousand metric tons of carbon dioxide),"193,543",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2019,Emissions (thousand metric tons of carbon dioxide),"192,134",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2020,Emissions (thousand metric tons of carbon dioxide),"175,513",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2021,Emissions (thousand metric tons of carbon dioxide),"173,400",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2005,Emissions per capita (Kilograms of carbon dioxide),6.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2010,Emissions per capita (Kilograms of carbon dioxide),6.6,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2015,Emissions per capita (Kilograms of carbon dioxide),4.3,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2019,Emissions per capita (Kilograms of carbon dioxide),4.3,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2020,Emissions per capita (Kilograms of carbon dioxide),4.0,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
804,Ukraine,2021,Emissions per capita (Kilograms of carbon dioxide),4.0,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,1975,Emissions (thousand metric tons of carbon dioxide),"4,137",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,1985,Emissions (thousand metric tons of carbon dioxide),"35,993",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2005,Emissions (thousand metric tons of carbon dioxide),"103,395",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2010,Emissions (thousand metric tons of carbon dioxide),"168,720",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2015,Emissions (thousand metric tons of carbon dioxide),"198,713",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2019,Emissions (thousand metric tons of carbon dioxide),"189,226",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2020,Emissions (thousand metric tons of carbon dioxide),"198,319",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2021,Emissions (thousand metric tons of carbon dioxide),"194,906",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,1975,Emissions per capita (Kilograms of carbon dioxide),7.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,1985,Emissions per capita (Kilograms of carbon dioxide),26.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2005,Emissions per capita (Kilograms of carbon dioxide),24.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2010,Emissions per capita (Kilograms of carbon dioxide),19.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2015,Emissions per capita (Kilograms of carbon dioxide),22.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2019,Emissions per capita (Kilograms of carbon dioxide),20.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2020,Emissions per capita (Kilograms of carbon dioxide),21.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
784,United Arab Emirates,2021,Emissions per capita (Kilograms of carbon dioxide),20.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,1975,Emissions (thousand metric tons of carbon dioxide),"603,387",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,1985,Emissions (thousand metric tons of carbon dioxide),"559,701",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2005,Emissions (thousand metric tons of carbon dioxide),"539,728",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2010,Emissions (thousand metric tons of carbon dioxide),"492,624",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2015,Emissions (thousand metric tons of carbon dioxide),"403,440",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2019,Emissions (thousand metric tons of carbon dioxide),"336,889",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2020,Emissions (thousand metric tons of carbon dioxide),"299,203",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2021,Emissions (thousand metric tons of carbon dioxide),"321,950",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,1975,Emissions per capita (Kilograms of carbon dioxide),10.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,1985,Emissions per capita (Kilograms of carbon dioxide),9.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2005,Emissions per capita (Kilograms of carbon dioxide),8.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2010,Emissions per capita (Kilograms of carbon dioxide),7.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2015,Emissions per capita (Kilograms of carbon dioxide),6.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2019,Emissions per capita (Kilograms of carbon dioxide),5.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2020,Emissions per capita (Kilograms of carbon dioxide),4.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
826,United Kingdom,2021,Emissions per capita (Kilograms of carbon dioxide),4.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,1975,Emissions (thousand metric tons of carbon dioxide),"2,177",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,1985,Emissions (thousand metric tons of carbon dioxide),"2,234",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2005,Emissions (thousand metric tons of carbon dioxide),"4,935",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
